Название,ID,Детальная картинка,Детальное описание,Минимальная цена,Рейтинг
"3205А-8101060 Радиатор отопителя алюминиевый 2-х рядный Sofico, для ЛиАЗ 5256, 5292, НефАЗ 5299, Волжанин 52701, ПАЗ 3205, 4230, Богдан А144, А145 (патрубки 25мм) (ШААЗ)",13082,http://agregatekb.ru/upload/iblock/e65/e6583e985406afbd3187617842aebcc8.jpg,"Артикул: 3205А-8101060 Технология изготовления: SOFICO Материал радиатора: алюминий Материал бачков: пластик Конструкция: трубчато-пластинчатая Рядность: 2 ряда Габариты (д*ш*в), мм: 478х50х195 Масса, кг: 1,27 Применяемость: Автобусы ЛиАЗ 5256, 5292; НефАЗ 5299; Волжанин 52701; ПАЗ 3205, 4230; Богдан А144, А145",1541,3.3
Ступица 9758-3104015 МАЗ полуприцеп (Автомагнат),13089,http://agregatekb.ru/upload/iblock/ad5/ad599e36f546513daca2d778e254b222.jpg,Ступица колеса 9758-3104015 Применение: полуприцепы МАЗ Бренд: Автомагнат,5297,
Ступица 93866-3104015 МАЗ полуприцеп (Автомагнат),13090,http://agregatekb.ru/upload/iblock/766/766686abd409d68c6facb7b832796050.jpg,Ступица 93866-3104015 МАЗ полуприцеп Бренд: Автомагнат,4237,
"Ступица 6520-3104015 задняя голая Евро-2,-3 (Автомагнат)",13091,http://agregatekb.ru/upload/iblock/e6d/e6d18b24eb6a1c738f85891404dc5ad9.jpg,"Ступица 6520-3104015 задняя голая Евро-2,-3 (Автомагнат)",6057,
"Ступица 6520-3103015 передняя голая Евро-2,3( Автомагнат)",13092,http://agregatekb.ru/upload/iblock/496/496220f872a76112e1f00e9c31cfe253.jpg,"Ступица 6520-3103015 передняя голая Евро-2,-3 (Автомагнат)",5297,
Ступица 54326-3103015 задних колес МАЗ 54326 Автомагнат,13093,http://agregatekb.ru/upload/iblock/756/756ffeda6ec8ac7e5555c6580819973e.jpg,Ступица 54326-3103015 задних колес МАЗ 54326 Автомагнат,4695,
Ступица 50-3104010-А1 задняя в сборе с болтами МТЗ Автомагнат,13094,http://agregatekb.ru/upload/iblock/5fb/5fbf8972578ce76bae5e1ac20f7bc60b.jpg,Ступица 50-3104010-А1 задняя в сборе с болтами МТЗ Автомагнат,5119,
"Раскос 50-4605012 механический для МТЗ, ЮМЗ (Автомагнат)",13095,http://agregatekb.ru/upload/iblock/175/175427bfd16178e7de964ac57f91b507.jpeg,"Раскос 50-4605012 механический МТЗ, ЮМЗ Бренд: Автомагнат",1481,
"256Б-3407200-01 Насос ГУРа Краз, Урал, Зил БАК.00071 (БелАК)",13108,http://agregatekb.ru/upload/iblock/133/133bbedc598ac422cb4e15386b3b570b.jpg,"256Б-3407200-01 Насос ГУРа Краз, Урал, Зил БАК.00071 (БелАК)",4308,3.3
"5490А-1301010 Радиатор водяной алюминиевый 2-х рядный для а/м Камского автозавода 5490,65206,65207,65208 с дв. Daimler OM457LA (Евро-5), 6580,65801,65802 с дв. Cummins ISG12 (Евро-5), Mercedes Benz Axor-II (аналог Mahle Behr A9405000703) (ШААЗ)",13110,http://agregatekb.ru/upload/iblock/47e/47effb4d94bc70f8d7579d5da7b1b6b6.jpg,"5490А-1301010 Радиатор водяной алюминиевый 2-х рядный для а/м Камского автозавода 5490,65206,65207,65208 с дв. Daimler OM457LA (Евро-5), 6580,65801,65802 с дв. Cummins ISG12 (Евро-5), Mercedes Benz Axor-II (аналог Mahle Behr A9405000703 (ШААЗ)",27632,
КОМ 6505-4202010 (коробка отбора мощности) КРАЗ,13112,http://agregatekb.ru/upload/iblock/894/89411971e93d8d743a1e88bdc529bb04.jpg,КОМ 6505-4202010 (коробка отбора мощности) КРАЗ,6024,3.2
КОМ 555-4202010 (коробка отбора мощности) без НШ ЗИЛ,13113,http://agregatekb.ru/upload/iblock/a4d/a4d80b6d6ec3cd5585b93881560ef1f9.jpg,КОМ 555-4202010 (коробка отбора мощности) без НШ ЗИЛ,3988,3.2
"КОМ 5511-4202010 (коробка отбора мощности) без НШ, а/м Камского автозавода (Автомагнат)",13114,http://agregatekb.ru/upload/iblock/b17/b17e5dd3797fa1e27ff1be0f879c6ce3.jpg,"КОМ 5511-4202010 (коробка отбора мощности) без НШ, а/м Камского автозавода (Автомагнат)",5738,3.3
КОМ 503-4202010 (коробка отбора мощности) без НШ МАЗ,13115,http://agregatekb.ru/upload/iblock/c54/c5472f596f12b7986beab4fbd96cc04e.jpg,КОМ 503-4202010 (коробка отбора мощности) без НШ МАЗ,4501,3.2
C41R13-1301010 Радиатор медный 2-х рядный ГАЗон Next с дв. ЯМЗ-53441-20 (Евро-4) ШААЗ,13121,http://agregatekb.ru/upload/iblock/cc3/cc330042c4e5d91231101dca089809fd.jpg,"Наименование заводское: C41R13-1301010 Технология изготовления: традиционная Исполнение: медно-латунное Конструкция: трубчато-ленточная Рядность: 2 Теплоотдача, кВт (ккал/ч): 103,8 (89200) Емкость, л: 5.5 Габариты (д*ш*в), мм: 743х127х724 Масса, кг: 12.5 Применение: автомобиль ГАЗон-NEXT с двигателем ЯМЗ-53441-20",16217,3.3
"Домкрат 8 т. (2 клапана) (мин.200 мм., макс.380 мм.) БелАК",13157,http://agregatekb.ru/upload/iblock/814/814bbf3afe06274eea131e1593752b28.png,"<h1>Домкрат 8 тонн (TUV, 2 клапана) БелАК</h1><p>Максимальная грузоподъёмность т.............8 <br>Высота подхвата мм.........................................200 <br>Ход винта мм.......................................................60 <br>Максимальная высота подъёма мм.............380 <br>Предохранительный клапан...........................да <br><br>Артикул: БАК.20031 <br><br>Гарантия 6 мес. <br><br>Этот товар имеет официальные награды:<img src=http://www.belak.ru/upload/medialibrary/b30/b30a9f3a0a87c0a690504c7a5139cb8f.png"" alt=""Логотип премии ""Автокомпонент года 2015""""> </p>""",1140,
"Домкрат 6 т. (2 клапана) (мин.185 мм., макс.360 мм.) БелАК",13158,http://agregatekb.ru/upload/iblock/159/159f96d62376e1991e135d4a4b67ef68.png,"Домкрат гидравлический 6 тонн (TUV, 2 клапана) БелАК Грузоподъемность: 6 тонн max. высота подъема: 350 мм. min. высота подъема: 180 мм. Вес домкрата: 3,1 кг",1130,
"Домкрат 50 т. (2 клапана) (мин.255 мм., макс.420 мм.) БелАК",13159,http://agregatekb.ru/upload/iblock/332/3321f8f71fa7c53323250b5df566bb12.png,"Домкрат 50 тонн (TUV, 2 клапана) БелАК Гидравлический домкрат производства БелАвтоКомплект"" 2 клапана предназначен для подъема различных грузов. Максимальная грузоподъемность: 50 тонн Max. высота подъема: 425 мм. Min. высота подъема: 280 мм. Вес домкрата: 19 кг.",6377,
"Домкрат гидравлический 4 тонны (высота подъема 180мм, шток 110мм) БАК.00041 (БелАК))",13160,http://agregatekb.ru/upload/iblock/69e/69e0d543e40e21584c54e1c374b67e9b.png,"Домкрат 4 тонны, БелАК Максимальная грузоподъёмность, т.: 4 тонны Высота подхвата, мм: 165 Ход винта, мм: 70 Максимальная высота подъёма, мм: 335 Артикул: БАК.00041 Гарантия производителя: 6 месяцев",883,
"Домкрат 2 т. (2 клапана) (мин.145 мм., макс.285 мм.) БелАК",13161,http://agregatekb.ru/upload/iblock/6aa/6aab56cafe25d3b5e6cd0824b1f2d536.png,"<h1>Домкрат 2 тонны (TUV, 2 клапана) БелАК</h1><p>Максимальная грузоподъёмность т.............2 <br>Высота подхвата мм.........................................150 <br>Ход винта мм.......................................................50 <br>Максимальная высота подъёма мм.............290 <br>Предохранительный клапан...........................да <br><br>Артикул: БАК.00026 <br><br>Гарантия 6 мес. <br><br>Этот товар имеет официальные награды:<img src=http://www.belak.ru/upload/medialibrary/b30/b30a9f3a0a87c0a690504c7a5139cb8f.png"" alt=""Логотип премии "" Автокомпонент="""" года="""" 2015""""=""""> </p>""",610,
"Домкрат 12 тонн (мин.200 мм., макс.385 мм.) АТ12-06-8008 БЕЛАК",13162,http://agregatekb.ru/upload/iblock/a80/a803df39b31b992cb47e3905714b552b.png,"<h1>Домкрат 12 тонн, БелАК</h1><p>Максимальная грузоподъёмность т.............12 <br>Высота подхвата мм.........................................200 <br>Ход винта мм.......................................................60 <br>Максимальная высота подъёма мм.............385 <br><br>Артикул: БАК.00046 <br><br>Гарантия 6 мес. <br><br>Этот товар имеет официальные награды:<img src=http://www.belak.ru/upload/medialibrary/b30/b30a9f3a0a87c0a690504c7a5139cb8f.png"" alt=""Логотип премии ""Автокомпонент года 2015""""> </p>""",1500,
